,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__batch_size,param_clf__dropout,param_clf__epochs,param_clf__first_neuron,param_clf__last_activation,param_clf__last_neuron,param_clf__loss,param_clf__lr,param_clf__optimizer,param_clf__second_activation,param_clf__second_neuron,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
12,3.0995663007100425,0.5645199616750082,0.8265174344547648,0.8397551681475681,128,0,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",28,0.8121368626073686,0.8288666450634747,0.8373143964232438,0.8556667740860022,0.8301033593271437,0.8347320852932274,0.05381809207026007,0.02119060812118482,0.010587699767166326,0.011503195206179566
13,3.261970122655233,0.6248832543691,0.8422298751485999,0.8544980844598297,128,0,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",17,0.8334409297089795,0.8579270260773592,0.8418334409681114,0.8472715529042134,0.8514211884764737,0.8582956743979162,0.05074268407294136,0.02403365411188279,0.007345367154391201,0.005112145286100524
14,3.424394687016805,0.6608296235402426,0.8379250968190242,0.8531013825342891,128,0,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,32,"{'clf__batch_size': 128, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 32}",21,0.8405422853838636,0.8640619957104474,0.8482892188508715,0.8601872779724865,0.8249354003627787,0.8350548739199334,0.03888861140659674,0.008419500794475556,0.009711657500710603,0.012858478765992717
15,3.5771499474843345,0.7098069190979004,0.842875591971163,0.8533158802189985,128,0,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",14,0.834732085254748,0.8479173394184094,0.8476436410587476,0.8698740716052894,0.8462532301281773,0.8421562296332968,0.04447317603671118,0.01581687327677564,0.005787160772509826,0.01194230220624168
16,3.715891679128011,0.7620166937510172,0.8493327594398682,0.8704292156857067,128,0,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",2,0.8476436411357064,0.8779463997031937,0.8540994189799871,0.8911850177206299,0.8462532301281773,0.8421562296332968,0.023849602349329778,0.011361967175893684,0.00341853217608864,0.020709684642580824
17,3.84738826751709,0.804490327835083,0.8415841584158416,0.8557914983386258,128,0,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,32,"{'clf__batch_size': 128, 'clf__dropout': 0, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 32}",18,0.8398967076686985,0.8856958344670162,0.8495803744735989,0.84049079760375,0.8352713176754402,0.8411878629451109,0.05019476289171053,0.01911365306281305,0.0059619946116666175,0.021147473678627286
18,4.113131523132324,0.8440237840016683,0.8258717176963479,0.8320049341870571,128,0.2,20,8,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",29,0.7817947063390634,0.8133677753241246,0.8495803744735989,0.84049079760375,0.8462532301281773,0.8421562296332968,0.041684363099109306,0.01612223801364195,0.031201761225171216,0.013195988881042562
19,4.276289939880371,0.9053393999735514,0.8228583727681427,0.8282402796617631,128,0.2,20,8,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",31,0.8037443512327983,0.8182111719865587,0.8366688186311199,0.8469486600897718,0.8281653745229854,0.8195610069089585,0.0194023188165137,0.017679380577879288,0.013956433003408009,0.01324029549667124
20,4.440459330876668,0.9553623994191488,0.8377098580192914,0.839755237676714,128,0.2,20,8,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,32,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 32}",22,0.834732085254748,0.8463028738065269,0.8444157521366072,0.8388763319918676,0.8339793283193918,0.8340865072317475,0.062037495652596066,0.013834177952585243,0.004752493911247576,0.005025883635374544
21,4.909299532572429,1.014399766921997,0.8452432200383175,0.8518090456607389,128,0.2,20,8,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",10,0.834732085254748,0.8479173394184094,0.854744996772111,0.8653535679305104,0.8462532301281773,0.8421562296332968,0.3929309183201537,0.026991779529480547,0.00820224785866521,0.009861986247752289
22,4.76309871673584,1.0502052307128906,0.8372793801247534,0.8412608214422157,128,0.2,20,8,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",23,0.8076178179855421,0.8198256375984411,0.855390574564235,0.8582499192382276,0.8488372093023255,0.8457069074899786,0.05343265546257232,0.013450168358516907,0.021147178801679156,0.015998585682105194
23,4.9730613231658936,1.1055270830790203,0.8486870427071099,0.8514861524934552,128,0.2,20,8,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,32,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 8, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 32}",4,0.8463524855514586,0.8618017434111556,0.8534538412263426,0.8505004844359132,0.8462532301281773,0.8421562296332968,0.05612843035938137,0.020845050785214113,0.003371423182076235,0.008050474480374981
24,5.171127875645955,1.177844762802124,0.8471803702879096,0.8481495903636196,128,0.2,20,16,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",5,0.834732085254748,0.8479173394184094,0.8605551969397061,0.8543752020391526,0.8462532301281773,0.8421562296332968,0.08758475264236444,0.015494330558493431,0.01056372509549507,0.004991077174313482
25,5.298839648564656,1.2227146625518799,0.8235040896420226,0.8281307725601401,128,0.2,20,16,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",30,0.8037443512327983,0.8227316759115347,0.8205293739049799,0.8246690344725803,0.8462532301281773,0.8369916072963052,0.05827821733303005,0.02385896372600694,0.017480300820339262,0.006315279551201547
26,5.50367005666097,1.2801625728607178,0.8041325872872238,0.8197358988763543,128,0.2,20,16,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,32,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 32}",36,0.7346675275909739,0.7888278978887896,0.8392511297996157,0.8366160801352321,0.8385012921436813,0.8337637186050415,0.04344471409077287,0.01707655143255319,0.04912809788681871,0.021886257261277128
27,5.7018360296885175,1.3663613001505535,0.8450279811359509,0.844274872837364,128,0.2,20,16,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",11,0.8392511297996157,0.8501775912750449,0.8495803744735989,0.84049079760375,0.8462532301281773,0.8421562296332968,0.021920173616726633,0.02629699461163904,0.004305365990461701,0.004228867435233247
28,6.000569423039754,1.423418680826823,0.8430908308991881,0.8492257617133075,128,0.2,20,16,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",13,0.835377663046872,0.8485631258363757,0.8489347966814749,0.8556667740860022,0.8449612404640947,0.8434473852175447,0.08768508702456353,0.009543292153992912,0.005690986333701283,0.005010501026756627
29,6.098754008611043,1.4637386798858643,0.8461041756734425,0.8540674561858178,128,0.2,20,16,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.01,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,32,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 16, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.01, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 32}",7,0.8340865075011035,0.8540523086088413,0.8515171078499707,0.8488860188240307,0.8527131782945736,0.8592640411245815,0.020730816179219295,0.016582800925030186,0.008513160167139737,0.004236823401598489
30,6.192097902297974,1.5082383155822754,0.8387860525952707,0.8513790079511662,128,0.2,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,1,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 1}",20,0.8334409296705001,0.8537294156211863,0.8540994190184665,0.8627704229130065,0.8288113696630611,0.8376371853193058,0.06373370306324405,0.01122475439649106,0.010993598479724106,0.010394332434771706
31,6.397980372111003,1.5782191753387451,0.8062849763750363,0.8216763495232225,128,0.2,20,32,<function relu at 0x1220702f0>,1,<function binary_crossentropy at 0x122036510>,0.001,<class 'keras.optimizers.Adam'>,<function relu at 0x1220702f0>,8,"{'clf__batch_size': 128, 'clf__dropout': 0.2, 'clf__epochs': 20, 'clf__first_neuron': 32, 'clf__last_activation': <function relu at 0x1220702f0>, 'clf__last_neuron': 1, 'clf__loss': <function binary_crossentropy at 0x122036510>, 'clf__lr': 0.001, 'clf__optimizer': <class 'keras.optimizers.Adam'>, 'clf__second_activation': <function relu at 0x1220702f0>, 'clf__second_neuron': 8}",35,0.7992253067648896,0.8320955761525182,0.8244028405807647,0.8278979655616238,0.7952196382428941,0.8050355068555257,0.04048437751309587,0.02693815065862514,0.012917253563601185,0.011890983059626223
